Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,FBI Code,X Coordinate,Community Area,Y Coordinate,Year,Latitude,Updated On,Longitude,Location
HV527077,8853580,10/18/2012 22:00,005XX N PAULINA ST,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1324,13,26,6,1164929,24,1903734,2012,41.89145283,10/23/2012 0:45,-87.6697429,"(41.89145282825762, -87.66974289686135)"
HV524708,8851412,10/18/2012 21:57,088XX S SAGINAW AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,FALSE,FALSE,423,4,7,15,1195464,46,1846541,2012,41.73380979,10/21/2012 0:45,-87.55949575,"(41.73380978921966, -87.55949574901217)"
HV524600,8851365,10/18/2012 21:54,020XX N CAMPBELL AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,FALSE,FALSE,1431,14,1,14,1159508,22,1913882,2012,41.91941307,10/21/2012 0:45,-87.68937191,"(41.91941307210404, -87.68937191212994)"
HV524725,8851437,10/18/2012 21:52,029XX E 78TH PL,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),APARTMENT,TRUE,FALSE,421,4,7,18,1197348,43,1853428,2012,41.75266155,10/21/2012 0:45,-87.55236486,"(41.75266155114272, -87.55236485943557)"
HV524613,8851354,10/18/2012 21:45,037XX W WINDSOR AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1723,17,39,08B,1150602,14,1930016,2012,41.9638649,10/24/2012 0:39,-87.72167095,"(41.96386490433768, -87.72167095123028)"
HV524605,8851356,10/18/2012 21:45,068XX S LAFLIN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,725,7,17,08B,1167479,67,1859209,2012,41.76921726,10/21/2012 0:45,-87.66165649,"(41.76921726018905, -87.66165648702007)"
HV525025,8852097,10/18/2012 21:45,084XX S EXCHANGE AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,423,4,10,08A,1197243,46,1849585,2012,41.74211869,10/24/2012 0:39,-87.55287737,"(41.74211868842563, -87.55287736845222)"
HV524589,8851368,10/18/2012 21:40,110XX S MICHIGAN AVE,460,BATTERY,SIMPLE,SMALL RETAIL STORE,TRUE,FALSE,513,5,9,08B,1178748,49,1831610,2012,41.69323325,10/21/2012 0:45,-87.62118684,"(41.6932332458196, -87.62118683850663)"
HV524615,8851378,10/18/2012 21:40,029XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1135,11,28,18,1157151,29,1894614,2012,41.86658817,10/21/2012 0:45,-87.69855561,"(41.86658817246585, -87.69855561064891)"
HV526033,8852696,10/18/2012 21:40,053XX N BERNARD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,1712,17,39,26,1152392,13,1935068,2012,41.97769265,10/24/2012 0:39,-87.71495557,"(41.97769265421655, -87.71495556812546)"
HV524590,8851340,10/18/2012 21:40,031XX W WARREN BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1331,13,28,18,1155441,27,1900224,2012,41.88201712,10/21/2012 0:45,-87.70468239,"(41.882017116973955, -87.70468238927353)"
HV524608,8851350,10/18/2012 21:40,020XX N KEDVALE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,ALLEY,TRUE,FALSE,2525,25,30,16,1148423,20,1913382,2012,41.91826221,10/21/2012 0:45,-87.73011289,"(41.91826221420219, -87.73011288890628)"
HV525367,8852382,10/18/2012 21:30,016XX E 95TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DEPARTMENT STORE,FALSE,FALSE,431,4,7,14,1188742,51,1842267,2012,41.7222447,10/22/2012 0:39,-87.58425775,"(41.72224469950293, -87.58425774677539)"
HV525107,8851983,10/18/2012 21:30,067XX S NORMAL BLVD,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,722,7,6,3,1174072,68,1860140,2012,41.7716282,10/27/2012 0:38,-87.63746209,"(41.77162820226042, -87.63746208952374)"
HV524606,8853903,10/18/2012 21:30,065XX S DR MARTIN LUTHER KING JR DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,312,3,20,7,1180083,42,1861809,2012,41.77607253,10/24/2012 0:39,-87.61537684,"(41.77607253206068, -87.61537684425572)"
HV524594,8857723,10/18/2012 21:30,068XX S RHODES AVE,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,CTA BUS,FALSE,FALSE,321,3,20,14,1181042,42,1860038,2012,41.77119071,10/26/2012 0:39,-87.61191572,"(41.77119070889176, -87.61191571868072)"
HV524580,8851358,10/18/2012 21:25,032XX W WASHINGTON BLVD,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,TRUE,FALSE,1123,11,28,26,1154893,27,1900541,2012,41.88289799,10/21/2012 0:45,-87.70668615,"(41.88289799452602, -87.70668614962554)"
HV525006,8851718,10/18/2012 21:20,041XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1915,19,46,6,1168818,3,1927671,2012,41.95705378,10/22/2012 0:39,-87.65476483,"(41.95705378077544, -87.65476483382098)"
HV524587,8851349,10/18/2012 21:20,073XX S CRANDON AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,333,3,7,3,1192771,43,1856939,2012,41.7624088,10/26/2012 0:39,-87.56902303,"(41.762408799353906, -87.56902303444726)"
HV525819,8852694,10/18/2012 21:00,011XX W 18TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,STREET,FALSE,FALSE,1233,12,25,26,1169384,31,1891615,2012,41.85810168,10/24/2012 0:39,-87.65373425,"(41.85810167504304, -87.65373425218735)"
HV524736,8851435,10/18/2012 21:00,033XX N MARSHFIELD AVE,890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,1922,19,44,6,1164766,6,1922332,2012,41.94249039,10/21/2012 0:45,-87.66981308,"(41.94249038642018, -87.66981308163687)"
HV524554,8851288,10/18/2012 21:00,023XX W MONROE ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1211,12,2,18,1160752,28,1899440,2012,41.87975734,10/21/2012 0:45,-87.68520216,"(41.87975733808338, -87.68520215845805)"
HV524542,8851333,10/18/2012 21:00,015XX N TALMAN AVE,460,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,1423,14,26,08B,1158432,24,1909955,2012,41.90865918,10/21/2012 0:45,-87.69343294,"(41.90865918114228, -87.69343293652359)"
HV524571,8851337,10/18/2012 21:00,079XX S COLFAX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,422,4,7,08B,1194859,46,1852640,2012,41.75056085,10/21/2012 0:45,-87.56151173,"(41.750560853810185, -87.56151172961994)"
HV524576,8851302,10/18/2012 21:00,015XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VACANT LOT/LAND,TRUE,FALSE,1022,10,24,18,1155239,29,1892237,2012,41.86010401,10/21/2012 0:45,-87.7056386,"(41.86010400763441, -87.7056385981861)"
HV524660,8851375,10/18/2012 21:00,068XX S CALUMET AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,322,3,20,18,1179702,69,1859602,2012,41.77002502,10/21/2012 0:45,-87.61684095,"(41.77002501873724, -87.6168409526072)"
HV524561,8851261,10/18/2012 21:00,071XX S EAST END AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,324,3,8,18,1188723,43,1858148,2012,41.76582414,10/21/2012 0:45,-87.58382068,"(41.765824140601886, -87.5838206772346)"
HV525702,8852574,10/18/2012 21:00,062XX N DAMEN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2413,24,50,6,1161785,2,1941456,2012,41.9950303,10/23/2012 0:45,-87.6802338,"(41.99503029509678, -87.68023379730461)"
HV524786,8851467,10/18/2012 21:00,062XX N KENMORE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2433,24,48,26,1168137,77,1941905,2012,41.99612705,10/21/2012 0:45,-87.65685514,"(41.996127045278016, -87.6568551391751)"
HV524604,8851482,10/18/2012 21:00,053XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,822,8,14,14,1155917,63,1868920,2012,41.79610563,10/25/2012 0:41,-87.70377704,"(41.796105625288234, -87.70377704357008)"
HV524923,8851682,10/18/2012 21:00,064XX W 63RD ST,610,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,812,8,23,5,1134442,64,1862088,2012,41.77776195,10/30/2012 0:40,-87.78268924,"(41.77776194998595, -87.78268924417529)"
HV524922,8851685,10/18/2012 21:00,041XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1915,19,46,14,1168458,3,1927922,2012,41.95775035,10/21/2012 0:45,-87.656081,"(41.95775034862144, -87.65608100010456)"
HV524586,8851383,10/18/2012 20:55,014XX W 110TH ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,2234,22,34,08B,1168755,75,1831765,2012,41.69387949,10/21/2012 0:45,-87.65776883,"(41.69387948637148, -87.65776883407236)"
HV526004,8852744,10/18/2012 20:50,132XX S ESCANABA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,433,4,10,26,1197400,55,1817974,2012,41.65537111,10/24/2012 0:39,-87.55335103,"(41.655371110136116, -87.55335103260579)"
HV524557,8851313,10/18/2012 20:48,040XX W 79TH ST,560,ASSAULT,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,834,8,13,08A,1150572,70,1851823,2012,41.74929444,10/21/2012 0:45,-87.72382207,"(41.74929443938142, -87.72382206807973)"
HV524534,8851316,10/18/2012 20:45,087XX S MANISTEE AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,423,4,7,08B,1196107,46,1847609,2012,41.73672458,10/24/2012 0:39,-87.55710487,"(41.73672458129594, -87.55710487088226)"
HV524552,8851271,10/18/2012 20:45,002XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1211,12,2,18,1160484,28,1898773,2012,41.87793258,10/21/2012 0:45,-87.68620468,"(41.87793257892709, -87.68620468450119)"
HV525014,8852163,10/18/2012 20:45,003XX S PULASKI RD,870,THEFT,POCKET-PICKING,SMALL RETAIL STORE,FALSE,FALSE,1132,11,28,6,1149813,26,1898354,2012,41.8769969,10/24/2012 0:39,-87.72539714,"(41.87699689859504, -87.72539713906221)"
HV524564,8851343,10/18/2012 20:40,041XX W KAMERLING AVE,820,THEFT,$500 AND UNDER,SIDEWALK,TRUE,FALSE,2534,25,37,6,1148718,23,1908632,2012,41.90522205,10/21/2012 0:45,-87.72915196,"(41.905222050868204, -87.72915196335708)"
HV525260,8852063,10/18/2012 20:30,005XX W 65TH PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,FALSE,TRUE,722,7,20,26,1174168,68,1861437,2012,41.77518519,10/23/2012 0:45,-87.6370717,"(41.77518518603347, -87.63707169582108)"
HV524567,8851342,10/18/2012 20:30,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,833,8,13,6,1145766,65,1853738,2012,41.75464162,10/21/2012 0:45,-87.74138516,"(41.754641620170695, -87.74138515773002)"
HV524617,8851360,10/18/2012 20:30,028XX W FULTON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,FALSE,FALSE,1331,13,27,7,1157418,27,1901841,2012,41.88641435,10/25/2012 0:41,-87.69737884,"(41.88641434845147, -87.69737883870623)"
HV527167,8853625,10/18/2012 20:30,100XX S WOODLAWN AVE,890,THEFT,FROM BUILDING,SCHOOL  PUBLIC  BUILDING,FALSE,FALSE,511,5,8,6,1186574,50,1838839,2012,41.71288937,10/23/2012 0:45,-87.59230679,"(41.71288936994265, -87.59230678596832)"
HV524546,8851257,10/18/2012 20:28,046XX N BROADWAY,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1913,19,46,11,1167917,3,1930902,2012,41.96593929,10/21/2012 0:45,-87.65798354,"(41.965939290060135, -87.65798354051445)"
HV524464,8851269,10/18/2012 20:25,001XX E 69TH ST,1330,CRIMINAL TRESPASS,TO LAND,SIDEWALK,TRUE,FALSE,322,3,6,26,1178722,69,1859269,2012,41.76913358,10/21/2012 0:45,-87.62044331,"(41.76913357826079, -87.62044330755506)"
HV524516,8851251,10/18/2012 20:25,032XX S HALSTED ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,FALSE,FALSE,915,9,11,11,1171545,60,1883086,2012,41.83465017,10/21/2012 0:45,-87.64605264,"(41.834650170744204, -87.64605263602368)"
HV524536,8851294,10/18/2012 20:20,063XX N HOYNE AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,2413,24,50,6,1161112,2,1942224,2012,41.99715177,10/21/2012 0:45,-87.68268795,"(41.99715177041814, -87.68268794779095)"
HV524548,8851355,10/18/2012 20:20,007XX N OGDEN AVE,860,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,1323,13,27,6,1169033,24,1905448,2012,41.89606807,10/21/2012 0:45,-87.65462111,"(41.89606807353715, -87.65462110963146)"
HV524511,8851232,10/18/2012 20:14,048XX S WINCHESTER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,931,9,20,18,1164215,61,1872375,2012,41.80541577,10/21/2012 0:45,-87.6732503,"(41.80541577297261, -87.67325030333814)"
HV524519,8851296,10/18/2012 20:08,003XX E 77TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,623,6,6,18,1179861,69,1854072,2012,41.75484647,10/21/2012 0:45,-87.61642707,"(41.75484647117846, -87.61642706940899)"
HV524484,8851203,10/18/2012 20:05,038XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1011,10,24,18,1151196,29,1894402,2012,41.86612517,10/21/2012 0:45,-87.72042275,"(41.866125172233986, -87.72042274645672)"
HV524487,8851233,10/18/2012 20:05,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1123,11,28,11,1152327,27,1901300,2012,41.8850318,10/21/2012 0:45,-87.71608862,"(41.885031799165446, -87.71608861649986)"
HV524472,8851211,10/18/2012 20:05,062XX S HALSTED ST,560,ASSAULT,SIMPLE,PARK PROPERTY,FALSE,FALSE,712,7,16,08A,1172009,68,1863131,2012,41.77988141,10/24/2012 0:39,-87.64493658,"(41.77988141320999, -87.64493657733463)"
HV524505,8851330,10/18/2012 20:00,033XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1922,19,44,6,1165027,6,1922013,2012,41.94160949,10/21/2012 0:45,-87.66886288,"(41.94160948624639, -87.66886287827035)"
HV531588,8857844,10/18/2012 20:00,072XX W TALCOTT AVE,560,ASSAULT,SIMPLE,SCHOOL  PRIVATE  BUILDING,FALSE,FALSE,1612,16,41,08A,1126787,10,1938182,2012,41.98670638,10/26/2012 0:39,-87.80904912,"(41.98670638426204, -87.80904912301634)"
HV524477,8851191,10/18/2012 20:00,008XX N CALIFORNIA AVE,820,THEFT,$500 AND UNDER,CTA BUS STOP,FALSE,FALSE,1311,13,26,6,1157614,24,1905313,2012,41.89593784,10/21/2012 0:45,-87.69656446,"(41.89593784326668, -87.69656445733759)"
HV524468,8851301,10/18/2012 20:00,069XX S THROOP ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,734,7,17,08B,1168903,67,1858511,2012,41.76727122,10/29/2012 0:37,-87.6564569,"(41.76727122423509, -87.65645690382523)"
HV525507,8860633,10/18/2012 20:00,021XX W WARREN BLVD,820,THEFT,$500 AND UNDER,CONSTRUCTION SITE,FALSE,FALSE,1332,13,2,6,1161956,28,1900287,2012,41.88205654,10/28/2012 0:39,-87.68075759,"(41.88205654421226, -87.68075758983285)"
HV524560,8851319,10/18/2012 20:00,022XX W HOWARD ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,SIDEWALK,TRUE,FALSE,2411,24,49,26,1160158,2,1950322,2012,42.01939275,10/23/2012 0:45,-87.68597208,"(42.019392754176955, -87.68597207542547)"
HV525097,8851987,10/18/2012 20:00,070XX S SANGAMON ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,733,7,17,5,1171149,68,1858186,2012,41.76633059,10/23/2012 0:45,-87.64823387,"(41.76633058656693, -87.64823386788281)"
HV525419,8852299,10/18/2012 20:00,080XX S EXCHANGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,422,4,7,14,1197186,46,1852202,2012,41.74930135,10/22/2012 0:39,-87.55299926,"(41.74930135173459, -87.55299925626146)"
HV524772,8851475,10/18/2012 20:00,076XX S MAY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,612,6,17,08B,1169934,71,1854189,2012,41.75538877,10/21/2012 0:45,-87.65280318,"(41.75538877300503, -87.65280318490753)"
HV524657,8851391,10/18/2012 20:00,006XX W HUBBARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1323,13,27,14,1171634,24,1903260,2012,41.89000721,10/21/2012 0:45,-87.64513269,"(41.89000720867491, -87.64513269321716)"
HV524884,8851572,10/18/2012 20:00,029XX S WENTWORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,914,9,11,7,1175382,34,1885471,2012,41.8411097,10/21/2012 0:45,-87.63190227,"(41.84110969520462, -87.63190227265606)"
HV524592,8851362,10/18/2012 20:00,032XX N LINCOLN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1922,19,44,6,1165021,6,1921519,2012,41.94025405,10/21/2012 0:45,-87.668899,"(41.94025405230107, -87.6688990038714)"
HV524471,8851364,10/18/2012 19:55,103XX S BENSLEY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,434,4,10,15,1194554,51,1836911,2012,41.70740657,10/21/2012 0:45,-87.5631451,"(41.707406570121826, -87.56314509974169)"
HV524521,8851255,10/18/2012 19:53,012XX W 50TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,933,9,16,18,1168660,61,1871659,2012,41.80335616,10/21/2012 0:45,-87.6569685,"(41.803356155233125, -87.65696849652889)"
HV524461,8851229,10/18/2012 19:52,023XX S SACRAMENTO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1033,10,12,18,1156696,30,1887994,2012,41.84843139,10/21/2012 0:45,-87.70040512,"(41.84843139223096, -87.70040511925095)"
HV524491,8851236,10/18/2012 19:52,006XX N LARAMIE AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1524,15,28,18,1141549,25,1903491,2012,41.89125008,10/21/2012 0:45,-87.75561349,"(41.89125008242451, -87.75561348597755)"
HV524453,8851189,10/18/2012 19:50,051XX W CHICAGO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CONVENIENCE STORE,TRUE,FALSE,1531,15,37,18,1141728,25,1904879,2012,41.89505561,10/21/2012 0:45,-87.75492173,"(41.89505561116306, -87.7549217325298)"
HV524507,8851252,10/18/2012 19:45,002XX S DEARBORN ST,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,113,1,42,08B,1176007,32,1899265,2012,41.87894734,10/21/2012 0:45,-87.62919362,"(41.87894733870086, -87.62919362257988)"
HV524454,8851185,10/18/2012 19:45,069XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,734,7,17,14,1166915,67,1858823,2012,41.76817009,10/21/2012 0:45,-87.66373486,"(41.76817009338592, -87.66373486474056)"
HV524446,8851299,10/18/2012 19:45,011XX W 62ND ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,712,7,16,15,1169745,68,1863723,2012,41.78155537,10/27/2012 0:38,-87.65321954,"(41.781555367821376, -87.6532195395593)"
HV524558,8851410,10/18/2012 19:44,026XX W 106TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,FALSE,TRUE,2211,22,19,26,1160674,72,1833872,2012,41.69983159,10/24/2012 0:39,-87.68729768,"(41.69983158711548, -87.68729767628362)"
HV524506,8851351,10/18/2012 19:43,004XX E PERSHING RD,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,TRUE,FALSE,214,2,3,24,1179841,38,1879178,2012,41.82374015,10/21/2012 0:45,-87.61573242,"(41.82374015042165, -87.61573242268045)"
HV524523,8851347,10/18/2012 19:41,059XX S BISHOP ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,TRUE,FALSE,713,7,16,18,1167724,67,1865205,2012,41.78566578,10/21/2012 0:45,-87.66058649,"(41.785665783056814, -87.66058649058077)"
HV524466,8851372,10/18/2012 19:35,0000X N LECLAIRE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1533,15,28,14,1142420,25,1899849,2012,41.88123985,10/21/2012 0:45,-87.75250521,"(41.88123985457312, -87.75250521104957)"
HV524481,8851176,10/18/2012 19:35,019XX W GARFIELD BLVD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,932,9,16,26,1164041,61,1868224,2012,41.79402859,10/21/2012 0:45,-87.67400524,"(41.7940285867155, -87.6740052426891)"
HV524437,8851352,10/18/2012 19:30,040XX N KILDARE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1722,17,38,08B,1146907,16,1926814,2012,41.95514994,10/30/2012 0:40,-87.73533859,"(41.95514994355246, -87.73533859056329)"
HV524422,8852438,10/18/2012 19:30,001XX S MICHIGAN AVE,870,THEFT,POCKET-PICKING,OTHER,FALSE,FALSE,112,1,42,6,1177280,32,1899781,2012,41.88033452,10/22/2012 0:39,-87.62450381,"(41.880334516724595, -87.62450380941112)"
HV524409,8851344,10/18/2012 19:27,043XX S HONORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,924,9,12,18,1164709,61,1875664,2012,41.81443075,10/21/2012 0:45,-87.67134559,"(41.81443074509081, -87.67134558853323)"
HV524403,8851297,10/18/2012 19:22,008XX N HUDSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1823,18,27,14,1173072,8,1905926,2012,41.8972911,10/21/2012 0:45,-87.63977262,"(41.897291097386464, -87.6397726154063)"
HV524395,8851238,10/18/2012 19:21,030XX S DRAKE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1032,10,22,08B,1153217,30,1884414,2012,41.83867709,10/23/2012 0:45,-87.71326822,"(41.838677086725504, -87.71326821692222)"
HV524418,8851192,10/18/2012 19:20,003XX N CENTRAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1523,15,28,18,1139021,25,1901742,2012,41.88649694,10/21/2012 0:45,-87.7649403,"(41.88649693741765, -87.76494030002291)"
HV524443,8851295,10/18/2012 19:20,062XX N SACRAMENTO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2413,24,50,14,1155180,2,1941168,2012,41.99437567,10/21/2012 0:45,-87.70453801,"(41.994375670538005, -87.7045380054596)"
HV524456,8851228,10/18/2012 19:20,037XX W GRENSHAW ST,558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,1133,11,24,04A,1151657,29,1894743,2012,41.86705187,10/23/2012 13:03,-87.7187214,"(41.86705187084742, -87.7187214036448)"
HV524445,8851212,10/18/2012 19:19,003XX W 63RD ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,TRUE,FALSE,711,7,20,3,1174748,68,1863203,2012,41.78001838,10/22/2012 0:39,-87.63489292,"(41.78001837998923, -87.63489291930988)"
HV525526,8852613,10/18/2012 19:18,070XX N RIDGE BLVD,820,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,2411,24,50,6,1161221,2,1946642,2012,42.00927262,10/24/2012 0:39,-87.68216338,"(42.00927261815683, -87.68216337500127)"
HV524433,8851208,10/18/2012 19:16,039XX W DIVISION ST,2027,NARCOTICS,POSS: CRACK,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2535,25,27,18,1149577,23,1907750,2012,41.90278511,10/21/2012 0:45,-87.72601949,"(41.902785109205794, -87.72601949201494)"
HV524439,8851241,10/18/2012 19:15,026XX S INDIANA AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,133,1,2,08B,1178071,35,1887065,2012,41.84542306,10/24/2012 0:39,-87.62198625,"(41.84542305983925, -87.62198625206406)"
HV524393,8851334,10/18/2012 19:15,015XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1424,14,1,6,1163269,24,1910248,2012,41.9093628,10/21/2012 0:45,-87.67565589,"(41.90936279956046, -87.67565589008932)"
HV524365,8853510,10/18/2012 19:15,034XX W 63RD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,823,8,15,26,1154564,66,1862671,2012,41.77898454,10/23/2012 0:45,-87.70890506,"(41.778984535287904, -87.70890505815123)"
HV524458,8851239,10/18/2012 19:13,031XX W ROOSEVELT RD,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,ALLEY,FALSE,FALSE,1022,10,24,26,1155289,29,1894495,2012,41.8662992,10/24/2012 0:39,-87.70539444,"(41.86629920206708, -87.70539443608591)"
HV524394,8851222,10/18/2012 19:10,021XX N LONG AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2515,25,37,08B,1139990,19,1913950,2012,41.91997946,10/24/2012 0:39,-87.76108278,"(41.91997945815053, -87.7610827816869)"
HV524392,8851210,10/18/2012 19:10,017XX N LUNA AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2532,25,37,3,1139091,25,1911001,2012,41.91190348,10/30/2012 0:40,-87.76445778,"(41.911903482891, -87.76445777730846)"
HV524389,8863255,10/18/2012 19:10,002XX W CHICAGO AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1823,18,27,6,1174222,8,1905718,2012,41.89669475,10/30/2012 0:40,-87.63555507,"(41.89669474603882, -87.63555507353661)"
