Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,FBI Code,X Coordinate,Community Area,Y Coordinate,Year,Latitude,Updated On,Longitude,Location
HV524429,8851243,10/18/2012 19:05,0000X N HALSTED ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1212,12,27,6,1171090,28,1900282,2012,41.88184734,10/21/2012 0:45,-87.64721793,"(41.881847335839566, -87.6472179324909)"
HV524415,8851328,10/18/2012 19:05,008XX W 111TH ST,460,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,2233,22,34,08B,1172928,75,1831282,2012,41.69246323,10/24/2012 0:39,-87.64250465,"(41.69246323000439, -87.64250464761548)"
HV524404,8851175,10/18/2012 19:02,002XX E 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,323,3,6,18,1178914,69,1857949,2012,41.76550699,10/21/2012 0:45,-87.61977967,"(41.76550698833796, -87.61977967192713)"
HV526177,8854126,10/18/2012 19:00,043XX W CORTEZ ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1111,11,37,5,1147287,23,1906684,2012,41.89990407,10/24/2012 0:39,-87.73445849,"(41.89990407181723, -87.73445848853241)"
HV524830,8854087,10/18/2012 19:00,017XX N TRIPP AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,2534,25,30,5,1147817,20,1911420,2012,41.91288997,10/24/2012 0:39,-87.7323899,"(41.91288996991227, -87.73238990459785)"
HV525951,8852629,10/18/2012 19:00,016XX N KEELER AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,2534,25,30,7,1148097,23,1910552,2012,41.9105027,10/22/2012 0:39,-87.73138362,"(41.910502703987156, -87.73138362204098)"
HV524531,8851315,10/18/2012 19:00,070XX S PULASKI RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,833,8,13,6,1150888,65,1857327,2012,41.7643922,10/21/2012 0:45,-87.7225209,"(41.76439219527009, -87.72252090306092)"
HV525716,8852519,10/18/2012 19:00,033XX W SUNNYSIDE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1724,17,33,6,1153419,14,1929673,2012,41.96286804,10/24/2012 0:39,-87.71132282,"(41.962868041704624, -87.71132281753445)"
HV524473,8851240,10/18/2012 19:00,060XX S PRAIRIE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,311,3,20,16,1179032,40,1865113,2012,41.78516305,10/21/2012 0:45,-87.6191291,"(41.7851630515024, -87.61912909622046)"
HV524527,8851270,10/18/2012 19:00,032XX N HARLEM AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1632,16,36,04B,1127558,17,1920539,2012,41.93827906,10/24/2012 0:39,-87.80661222,"(41.938279064653294, -87.8066122169305)"
HV524431,8851266,10/18/2012 19:00,005XX N DEARBORN ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1831,18,42,08B,1175802,8,1903918,2012,41.89172004,10/24/2012 0:39,-87.62980627,"(41.89172004435239, -87.62980627030373)"
HV524724,8851519,10/18/2012 19:00,084XX S PARNELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,622,6,21,7,1174061,71,1849041,2012,41.74117143,10/28/2012 0:39,-87.63783133,"(41.74117143155091, -87.6378313269418)"
HV524406,8851160,10/18/2012 19:00,013XX S CANAL ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,124,1,2,6,1173296,28,1893975,2012,41.86449182,10/21/2012 0:45,-87.63930487,"(41.86449182120976, -87.63930486749337)"
HV524879,8851581,10/18/2012 19:00,021XX N MELVINA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2512,25,29,14,1134685,19,1913655,2012,41.91926543,10/21/2012 0:45,-87.78058155,"(41.91926542954259, -87.78058155138456)"
HV524630,8855022,10/18/2012 19:00,075XX N PAULINA ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,2422,24,49,6,1163729,1,1949960,2012,42.01832456,10/24/2012 0:39,-87.67284151,"(42.01832455503759, -87.67284150846456)"
HV524390,8851148,10/18/2012 18:55,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,11,28,11,1149611,26,1901401,2012,41.88536213,10/21/2012 0:45,-87.72605966,"(41.88536212830165, -87.7260596647608)"
HV529500,8858708,10/18/2012 18:54,008XX E 75TH ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,FALSE,FALSE,624,6,6,10,1182896,69,1855419,2012,41.75847284,10/27/2012 0:38,-87.605263,"(41.758472839417244, -87.60526300177706)"
HV524386,8851262,10/18/2012 18:50,061XX S DR MARTIN LUTHER KING JR DR,051A,ASSAULT,AGGRAVATED: HANDGUN,SMALL RETAIL STORE,TRUE,FALSE,313,3,20,04A,1180009,42,1864589,2012,41.78370282,10/21/2012 0:45,-87.61556305,"(41.78370281982166, -87.61556305318607)"
HV524370,8851198,10/18/2012 18:45,081XX S PAXTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,414,4,8,14,1192309,46,1851483,2012,41.74744834,10/29/2012 0:37,-87.57089352,"(41.747448338378064, -87.57089351564917)"
HV524350,8851172,10/18/2012 18:45,013XX S CHRISTIANA AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1021,10,24,18,1154200,29,1893763,2012,41.8643123,10/21/2012 0:45,-87.7094118,"(41.86431230274264, -87.70941180428665)"
HV524895,8851579,10/18/2012 18:45,065XX S DR MARTIN LUTHER KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,312,3,20,26,1180007,69,1861642,2012,41.77561601,10/30/2012 0:40,-87.61566056,"(41.77561600813408, -87.61566056091307)"
HV524364,8851155,10/18/2012 18:45,045XX N BROADWAY,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1914,19,46,6,1168182,3,1930540,2012,41.96494021,10/21/2012 0:45,-87.6570197,"(41.96494021412957, -87.6570196981829)"
HV524352,8851183,10/18/2012 18:45,075XX N PAULINA ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CTA TRAIN,TRUE,FALSE,2422,24,49,04B,1163729,1,1949960,2012,42.01832456,10/21/2012 0:45,-87.67284151,"(42.01832455503759, -87.67284150846456)"
HV524354,8851159,10/18/2012 18:40,061XX S KNOX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,813,8,13,14,1146464,64,1863567,2012,41.78160087,10/28/2012 0:39,-87.73857808,"(41.78160087369565, -87.73857807562655)"
HV524342,8851184,10/18/2012 18:40,070XX S PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,TRUE,FALSE,735,7,17,26,1166274,67,1857777,2012,41.7653134,10/21/2012 0:45,-87.66611418,"(41.765313399368466, -87.66611417825484)"
HV524620,8851425,10/18/2012 18:40,071XX S YATES BLVD,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,334,3,5,04B,1193410,43,1858368,2012,41.76631448,10/27/2012 0:38,-87.56663437,"(41.76631447866565, -87.56663437018234)"
HV524380,8851246,10/18/2012 18:40,006XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,APPLIANCE STORE,TRUE,FALSE,1834,18,42,6,1177345,8,1905076,2012,41.8948628,10/21/2012 0:45,-87.62410445,"(41.89486279660923, -87.62410444515922)"
HV524359,8851303,10/18/2012 18:37,007XX E 89TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,633,6,6,26,1182648,44,1845832,2012,41.73217082,10/29/2012 0:37,-87.60646869,"(41.732170821842, -87.60646868550351)"
HV524424,8851186,10/18/2012 18:33,094XX S EWING AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,432,4,10,18,1201333,52,1843253,2012,41.72464046,10/21/2012 0:45,-87.53810639,"(41.7246404628212, -87.53810638990944)"
HV524355,8851180,10/18/2012 18:33,082XX S LANGLEY AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,FALSE,FALSE,631,6,6,26,1182368,44,1850549,2012,41.74512129,10/25/2012 0:41,-87.60734866,"(41.74512128672071, -87.60734866040846)"
HV524378,8851338,10/18/2012 18:30,011XX S CANAL ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,124,1,2,6,1173340,28,1895546,2012,41.86880178,10/21/2012 0:45,-87.63909671,"(41.868801779658845, -87.6390967067085)"
HV524668,8851381,10/18/2012 18:30,031XX W 25TH ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1033,10,12,6,1156058,30,1887275,2012,41.84647125,10/21/2012 0:45,-87.70276601,"(41.84647125310984, -87.70276600789494)"
HV524971,8851712,10/18/2012 18:30,016XX N TRIPP AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2534,25,30,7,1147761,23,1910598,2012,41.9106354,10/27/2012 0:38,-87.73261679,"(41.91063539662481, -87.73261678738798)"
HV525390,8852581,10/18/2012 18:30,067XX S KOSTNER AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,833,8,13,6,1148156,65,1859743,2012,41.77107491,10/22/2012 0:39,-87.73247267,"(41.77107490681409, -87.7324726659179)"
HV524368,8851226,10/18/2012 18:30,048XX S WINCHESTER AVE,041A,BATTERY,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,FALSE,FALSE,931,9,20,04B,1164213,61,1872430,2012,41.80556674,10/28/2012 0:39,-87.67325609,"(41.80556674167365, -87.67325608936079)"
HV524398,8851205,10/18/2012 18:30,018XX S FARRAR DR,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,1022,10,12,08B,1157751,29,1891162,2012,41.85710333,10/21/2012 0:45,-87.69644695,"(41.85710332742561, -87.69644694939305)"
HV524428,8851178,10/18/2012 18:26,068XX W BELMONT AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1632,16,36,11,1129973,17,1920538,2012,41.93823526,10/21/2012 0:45,-87.7977364,"(41.93823525994101, -87.79773640418743)"
HV524295,8851131,10/18/2012 18:20,070XX S STONY ISLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,332,3,5,26,1188172,43,1858830,2012,41.76770876,10/21/2012 0:45,-87.58581852,"(41.76770876493792, -87.58581852264177)"
HV524333,8851168,10/18/2012 18:20,070XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,735,7,17,6,1166858,67,1857956,2012,41.76579215,10/21/2012 0:45,-87.66396853,"(41.7657921481149, -87.66396852847916)"
HV524304,8851170,10/18/2012 18:00,062XX S WOOD ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,714,7,15,6,1165382,67,1863186,2012,41.78017535,10/21/2012 0:45,-87.66923055,"(41.780175353477574, -87.66923055046173)"
HV524283,8851100,10/18/2012 18:00,091XX S BEVERLY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2221,22,19,14,1166117,72,1844282,2012,41.72828452,10/21/2012 0:45,-87.66707263,"(41.72828452055763, -87.66707263018473)"
HV524319,8851214,10/18/2012 18:00,0000X E JACKSON BLVD,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,113,1,42,6,1177037,32,1899063,2012,41.87836979,10/21/2012 0:45,-87.62541782,"(41.87836978818347, -87.6254178152541)"
HV524926,8851910,10/18/2012 18:00,052XX W HENDERSON ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1634,16,38,5,1140930,15,1921813,2012,41.94153907,10/21/2012 0:45,-87.75743496,"(41.94153907312181, -87.75743496456536)"
HV525331,8852125,10/18/2012 18:00,047XX N PAULINA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1912,19,47,7,1164327,3,1931798,2012,41.96847484,10/25/2012 0:41,-87.67115777,"(41.968474840242024, -87.67115777075996)"
HV526361,8853144,10/18/2012 18:00,012XX W ERIE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1324,13,27,11,1167816,24,1904451,2012,41.89335857,10/23/2012 0:45,-87.65911965,"(41.89335856851273, -87.65911965347321)"
HV524417,8855741,10/18/2012 17:55,040XX N LINCOLN AVE,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,DRUG STORE,TRUE,FALSE,1911,19,47,22,1162048,5,1927122,2012,41.9556917,10/24/2012 0:39,-87.67966869,"(41.95569170197351, -87.67966869494337)"
HV524684,8851441,10/18/2012 17:50,112XX S CHURCH ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2212,22,19,08B,1166350,75,1830184,2012,41.68959238,10/25/2012 0:41,-87.66661896,"(41.68959237825866, -87.66661895871897)"
HV524302,8851327,10/18/2012 17:50,051XX S RUTHERFORD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,811,8,23,08B,1132209,56,1869834,2012,41.79905736,10/23/2012 0:45,-87.79069644,"(41.7990573640651, -87.79069643562727)"
HV524291,8851118,10/18/2012 17:50,061XX S DR MARTIN LUTHER KING JR DR,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,311,3,20,04A,1179929,40,1864587,2012,41.78369916,10/30/2012 0:40,-87.61585642,"(41.78369916381415, -87.61585642033148)"
HV524262,8852442,10/18/2012 17:48,001XX S MICHIGAN AVE,870,THEFT,POCKET-PICKING,SIDEWALK,FALSE,FALSE,112,1,42,6,1177283,32,1899916,2012,41.8807049,10/22/2012 0:39,-87.6244887,"(41.88070489618262, -87.62448869963053)"
HV524314,8851163,10/18/2012 17:45,003XX N MICHIGAN AVE,460,BATTERY,SIMPLE,OTHER,FALSE,FALSE,111,1,42,08B,1177204,32,1902404,2012,41.88753389,10/23/2012 0:45,-87.62470334,"(41.8875338917029, -87.62470333941215)"
HV524256,8851150,10/18/2012 17:31,010XX W ADDISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1923,19,44,14,1168428,6,1924121,2012,41.94732091,10/22/2012 0:39,-87.65630168,"(41.94732090660041, -87.6563016791866)"
HV525660,8852530,10/18/2012 17:30,080XX S EVANS AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,631,6,6,6,1182663,44,1851783,2012,41.74850068,10/22/2012 0:39,-87.60622954,"(41.74850068150446, -87.60622953680772)"
HV524313,8851171,10/18/2012 17:30,011XX W 62ND ST,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,712,7,16,08A,1169745,68,1863723,2012,41.78155537,10/27/2012 0:38,-87.65321954,"(41.781555367821376, -87.6532195395593)"
HV524502,8851285,10/18/2012 17:30,121XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,523,5,34,14,1176517,53,1824189,2012,41.67291921,10/21/2012 0:45,-87.6295769,"(41.672919214254144, -87.6295768967173)"
HV524253,8851120,10/18/2012 17:30,054XX S DAMEN AVE,1330,CRIMINAL TRESPASS,TO LAND,TAVERN/LIQUOR STORE,TRUE,FALSE,932,9,16,26,1163992,61,1868437,2012,41.79461412,10/21/2012 0:45,-87.67417893,"(41.79461411645808, -87.67417893478637)"
HV524316,8851217,10/18/2012 17:30,063XX S THROOP ST,820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,724,7,16,6,1168700,67,1862926,2012,41.77939092,10/21/2012 0:45,-87.65707373,"(41.77939091975625, -87.65707373338745)"
HV525731,8852571,10/18/2012 17:30,025XX W CERMAK RD,870,THEFT,POCKET-PICKING,SMALL RETAIL STORE,FALSE,FALSE,1023,10,25,6,1159930,31,1889360,2012,41.85211382,10/22/2012 0:39,-87.68849845,"(41.85211382098679, -87.68849844815104)"
HV524321,8851142,10/18/2012 17:29,053XX S BLACKSTONE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,TRUE,FALSE,234,2,4,11,1186855,41,1870264,2012,41.7991159,10/21/2012 0:45,-87.59028367,"(41.799115895094864, -87.59028366822196)"
HV524221,8851095,10/18/2012 17:18,070XX S ASHLAND AVE,460,BATTERY,SIMPLE,GROCERY FOOD STORE,TRUE,FALSE,735,7,17,08B,1166858,67,1857956,2012,41.76579215,10/21/2012 0:45,-87.66396853,"(41.7657921481149, -87.66396852847916)"
HV524257,8851123,10/18/2012 17:15,058XX S WESTERN AVE,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,824,8,16,08A,1161338,63,1865591,2012,41.78685975,10/30/2012 0:40,-87.68398997,"(41.78685974688695, -87.68398996743754)"
HV524307,8851215,10/18/2012 17:15,037XX W CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1112,11,27,14,1150942,23,1905113,2012,41.89552229,10/21/2012 0:45,-87.72107469,"(41.89552229150373, -87.72107468930142)"
HV524306,8851147,10/18/2012 17:15,0000X E OAK ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1833,18,42,6,1176575,8,1907182,2012,41.90065919,10/21/2012 0:45,-87.62686872,"(41.90065919357889, -87.62686871979128)"
HV524396,8851179,10/18/2012 17:15,001XX E CHICAGO AVE,870,THEFT,POCKET-PICKING,DEPARTMENT STORE,FALSE,FALSE,1833,18,42,6,1176976,8,1905707,2012,41.89660265,10/21/2012 0:45,-87.62544054,"(41.896602653248564, -87.62544054388702)"
HV524284,8851139,10/18/2012 17:06,047XX N KIMBALL AVE,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,1713,17,33,26,1152892,14,1931582,2012,41.96811694,10/21/2012 0:45,-87.71320961,"(41.96811694093559, -87.71320961372855)"
HV524222,8851086,10/18/2012 17:05,103XX S MICHIGAN AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS,TRUE,FALSE,512,5,9,08A,1178929,49,1836678,2012,41.70713643,10/21/2012 0:45,-87.62037056,"(41.70713643499021, -87.62037056107681)"
HV524224,8851113,10/18/2012 17:02,002XX W 103RD ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,511,5,9,26,1176620,49,1836684,2012,41.70720505,10/21/2012 0:45,-87.62882589,"(41.70720504889347, -87.62882589248686)"
HV524196,8851098,10/18/2012 17:00,002XX N CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,111,1,42,26,1175540,32,1901757,2012,41.88579603,10/21/2012 0:45,-87.63083344,"(41.88579603237177, -87.63083344041452)"
HV525050,8851887,10/18/2012 17:00,035XX W BEACH AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,1422,14,26,14,1152201,23,1909445,2012,41.90738497,10/21/2012 0:45,-87.71633622,"(41.907384969261386, -87.71633621779567)"
HV525903,8852681,10/18/2012 17:00,041XX W 25TH PL,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1013,10,22,5,1149488,30,1886700,2012,41.84502322,10/22/2012 0:39,-87.7268927,"(41.84502322469956, -87.72689270252245)"
HV524687,8852373,10/18/2012 17:00,078XX S SOUTH SHORE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,421,4,7,08B,1197980,43,1853799,2012,41.75366384,10/24/2012 0:39,-87.55003652,"(41.753663835299115, -87.55003651576791)"
HV525033,8852042,10/18/2012 17:00,013XX N ELSTON AVE,1330,CRIMINAL TRESPASS,TO LAND,WAREHOUSE,FALSE,FALSE,1433,14,32,26,1167595,24,1908933,2012,41.90566224,10/23/2012 0:45,-87.65980207,"(41.90566223731679, -87.65980207206673)"
HV528475,8854694,10/18/2012 17:00,056XX N CANFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,14,1122884,10,1936642,2012,41.98254512,10/24/2012 0:39,-87.82343843,"(41.982545124512846, -87.82343842743589)"
HV534461,8860825,10/18/2012 17:00,128XX S NORMAL AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,523,5,9,6,1175359,53,1819513,2012,41.66011338,10/28/2012 0:39,-87.63395411,"(41.66011338117277, -87.63395411483506)"
HV533713,8859936,10/18/2012 17:00,007XX N SEDGWICK ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1831,18,42,6,1173442,8,1905520,2012,41.8961688,10/27/2012 0:38,-87.63842575,"(41.896168795048496, -87.63842574543148)"
HV526045,8856018,10/18/2012 17:00,059XX W OHIO ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1511,15,29,14,1136911,25,1903417,2012,41.89113145,10/25/2012 0:41,-87.77264868,"(41.891131445113714, -87.77264867545571)"
HV524369,8851273,10/18/2012 17:00,002XX W 69TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,731,7,6,14,1176121,69,1859187,2012,41.76896732,10/21/2012 0:45,-87.62997974,"(41.76896732487872, -87.62997974153303)"
HV524338,8851289,10/18/2012 17:00,120XX S PARNELL AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,ABANDONED BUILDING,FALSE,FALSE,523,5,34,17,1174764,53,1825162,2012,41.67562839,10/21/2012 0:45,-87.63596414,"(41.67562839113103, -87.63596413559456)"
HV524512,8851224,10/18/2012 17:00,0000X N MICHIGAN AVE,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,112,1,42,6,1177269,32,1900508,2012,41.88232969,10/21/2012 0:45,-87.62452215,"(41.88232969387804, -87.6245221522581)"
HV524243,8851133,10/18/2012 16:50,0000X W 69TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,731,7,6,11,1177295,69,1859236,2012,41.76907536,10/21/2012 0:45,-87.62567497,"(41.769075360482866, -87.62567497354496)"
HV524177,8851042,10/18/2012 16:45,107XX S HOXIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,434,4,10,08B,1195264,51,1834321,2012,41.7002819,10/24/2012 0:39,-87.56063022,"(41.700281895297564, -87.56063022203186)"
HV524162,8851018,10/18/2012 16:40,051XX S JUSTINE ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,934,9,16,08B,1166919,61,1870494,2012,41.80019668,10/21/2012 0:45,-87.66338688,"(41.800196678278404, -87.66338688149278)"
HV524176,8851080,10/18/2012 16:40,023XX S WHIPPLE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1033,10,12,08B,1156431,30,1888340,2012,41.84938621,10/23/2012 0:45,-87.70136835,"(41.84938621094971, -87.70136834618374)"
HV524128,8851063,10/18/2012 16:40,072XX S ST LAWRENCE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,323,3,6,26,1181533,69,1856904,2012,41.76257938,10/23/2012 0:45,-87.61021249,"(41.762579380291214, -87.61021248736769)"
HV524193,8851218,10/18/2012 16:30,064XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1632,16,38,6,1132450,17,1925932,2012,41.95299416,10/21/2012 0:45,-87.78850671,"(41.95299416252895, -87.78850671057418)"
HV524184,8851126,10/18/2012 16:30,050XX S KEDZIE AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,821,8,14,6,1155863,63,1870771,2012,41.80118611,10/21/2012 0:45,-87.70392537,"(41.80118611158201, -87.70392536575525)"
HV524130,8851001,10/18/2012 16:25,075XX S RACINE AVE,560,ASSAULT,SIMPLE,LIBRARY,TRUE,FALSE,612,6,17,08A,1169584,71,1854876,2012,41.75728158,10/21/2012 0:45,-87.65406597,"(41.75728158180468, -87.65406596594826)"
HV524104,8851062,10/18/2012 16:20,102XX S CARPENTER ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2232,22,34,26,1171087,73,1836817,2012,41.70769245,10/24/2012 0:39,-87.64908385,"(41.70769245337537, -87.64908385105949)"
HV524142,8851164,10/18/2012 16:20,073XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,735,7,17,6,1166918,67,1855849,2012,41.76000898,10/21/2012 0:45,-87.66380872,"(41.760008975741236, -87.66380871833597)"
HV524208,8851111,10/18/2012 16:20,010XX N HARDING AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1112,11,27,18,1149907,23,1906562,2012,41.8995187,10/21/2012 0:45,-87.72483828,"(41.89951870043454, -87.7248382847931)"
HV524239,8851128,10/18/2012 16:10,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,833,8,13,6,1145766,65,1853738,2012,41.75464162,10/21/2012 0:45,-87.74138516,"(41.754641620170695, -87.74138515773002)"
HV524099,8851046,10/18/2012 16:07,055XX W FULTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1523,15,28,18,1139254,25,1901424,2012,41.88562007,10/21/2012 0:45,-87.7640924,"(41.8856200667543, -87.76409239992925)"
HV524339,8851152,10/18/2012 16:05,038XX N JANSSEN AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1922,19,44,5,1165875,6,1925779,2012,41.95192549,10/22/2012 0:39,-87.66563832,"(41.95192548798433, -87.66563831722209)"
HV524149,8851032,10/18/2012 16:05,048XX N SHERIDAN RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2024,20,46,18,1168724,3,1932188,2012,41.96945062,10/21/2012 0:45,-87.65497894,"(41.96945062099218, -87.65497893749205)"
HV524089,8850982,10/18/2012 16:00,054XX W QUINCY ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1522,15,29,26,1140066,25,1898505,2012,41.87759514,10/21/2012 0:45,-87.761182,"(41.87759513776453, -87.7611819950628)"
HV524083,8851119,10/18/2012 16:00,066XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,322,3,20,08B,1178129,69,1860728,2012,41.7731507,10/30/2012 0:40,-87.62257275,"(41.77315069676056, -87.6225727523995)"
